更新时间,#genre#
10-27 09:00_NBA_常规赛_开拓者VS快船_莫俊祺,https://migu.188766.xyz/play?migutoken=c6e89e043165b8e3f768c5bab4d0270b&id=Si5cm%2FYb9pGI6e651k9iZNAv0PISjWIDQ849XgUU5xqyEq65XrxPN4U7JoCYxmS8aJJN%2B2dz1d5qK2M7S5hvSyxl%2BCqjh6kR3ktd7zMvch8%2F9%2F9PsrJn0bi4tsmETAcTpyaeDKwCwX2muNLFcoE7%2FdNLbLl6ar1HZB1CZNMe%2BH%2FcMk9%2FbikruKhRpO1LrKinrIxqco%2Fn0oopI%2Bq6o%2BCNfd1k0dySYX6QrjboRwKg%2FuhjEvzmZgWHNPQRE3Q%2F3CLL%2FsNh2UGCbwxQmmKbqoDmdk6p5oL5aik9kHm9ymr%2B22KHGaceCE1aXDy%2F%2FxiUfqzdxFQJ58fhmFsW%2BwAvKY8bBA%3D%3D&name=F%2Bs1GwQhnZa9qK0o5C%2F28NbneF3SOW5Ub4R09hFZwpNyocvtpsWXvPV5A1ct%2FdzcFG2m%2FAbPRdn8unuvJxhZdl2Us%2F65kd336LM%2FF9053PY%3D
10-27 09:00_NBA_常规赛_开拓者VS快船_英文原声,https://migu.188766.xyz/play?migutoken=ba86412aec092d451973e7c1c5a11caf&id=J3LkRDTI13obnHxMrRK3cCGdt%2BOqXdvBVXK8bkfID0kAZklcQ83d9cH9hnmZfl%2Fey0rB7SE1qKzJ440%2BiRrmWe3hcfWSnRMdw3KKzOANAYKKKtKFrm%2FvfltxlspQuX9ZnHIno0rzpw%2BHMA3o47Fdjt3MYyOoKSxBBnpG%2BPK%2Fm8gqEVqF8gINb2K0snHDrUSHfvJrawKdFSQYju1D1j%2BmIBQqbPLxZLrbEZxSFCdfXzDp43wZC9KVhdVu6SBMbrOYPSyt%2FBJgux50KX%2Bt1juYqPzkZxaPaiaKijP6eEYxene0RCditjw2Y5UCTMx3SmKJq7AU0kI%2B7ntxxkuAJXdK4w%3D%3D&name=13pjEoGccIusqqP%2FAG9PeMJH%2BBQPf1DMS5hF3BiLWTzn4OPCr3jiSGwFELz9c6FZR%2FGF4rIeaQCAAlC37zHCb1e77iodcUfr0TdQbaXgu5s%3D
10-27 09:00_NBA_常规赛_开拓者VS快船_洪荒,https://migu.188766.xyz/play?migutoken=92dc250302fd333e218193c3f9ba891f&id=d2nkDHuIRxcdTVUHdK3TCAhZTHTOWOj4e7kCyT8xJ7d3kwuJAl9Dxw36PKB9NsRHRmyd%2B9K3ns%2FQ6wlHxVMlScPvJuX4ItaAnMhXAmmyozDKPCF79gnmUM5%2F%2B3sD8QsMgtYriaRD80jE0ZCVkDpzVMlbGQxLLNnDQPn3vPCT2%2B8Hhh01wcl6ETuXaDVDxDpkuR7TOPvcrR%2F%2BEeNUCRPeN8EkTYHBw0DPPAcSHju9Db5vpNyeeEO1WW%2BjOfRhPPYOaDv1R%2FmgATGretZtbxNTpgyTbWccP38kzYV4Ttw0e1jIcikERtUbt%2FGtZ7jBex%2BT&name=KMqUD39pD6luMBbXJ9%2B%2Ff6XRGp0aA%2BorBxJzrp8rmvUhY7oCZxBYorShpkJZ1PzLbapnMWsagRdQX6zby5E2Jc9bi0gmvxLCEqPNX7XaAs0%3D
10-27 09:00_NBA_常规赛_开拓者VS快船_大史,https://migu.188766.xyz/play?migutoken=7af28185fa723fc438eabe7b0de07319&id=pP72lfBtjEAsP9RAug9rB%2F%2Frj1DR3nS6ep%2FsoJrCZmHEDRkeyQG9bsocbpDA3phs47s8R1fyM2TS88BXQ%2Fj67tNEYITUpqTaAuA0sEKkQIK54X1nC3KJeUhqSpfXSfgaYlyOdEqvIyRP14R0KdYFupY0QSnoVsXE0yEsWRFCIqWHoJr7mUdcbZC%2FJfNRzA%2BaGDkhvopTGQpXziMdvwf9Q%2FlrTkMkV5z5hD6xNgqSwKCCiAid17Y3S37kHqS3FpVObwVvf8MW%2FcCazhr1Z0Q2orCpZOxzKS48lVI3tSC5VyAECn%2Fu513IZN77NrFFqcWG&name=Qbhv1a2R2uy4gejxspIiaBze23uHrF8CSKUMZK052Aj5m4Xn9d9u5av%2BVcXgC23UYhK%2F4tuqnGi31iFh4GlVNtpjPDplyyvm3mLscWLVhb4%3D
10-27 09:00_NBA_常规赛_太阳VS掘金_英文原声,https://migu.188766.xyz/play?migutoken=6b40500f873427d3b05ea9ab22541348&id=r7J4oqYysOTw%2BgsiOCXSzOuAzMmiHP5NQ7tDxGIiFde4U8irbQ16zj96x9fYi0afMCh8kcDWdBvJtLc4aKpZ%2FcsLLEZcZl3vHZPcl6nRMM1%2FtWv%2FHRoOMooIW%2BgKFLRrwWBdJpXRk4YpOFgypbN7IRu%2FArh5OijYJbGa%2Bu92zsq1uAbnR1KWAWXtbVzkUHNIxlV2BapmOEguzbyAglZTOrn9ChDmdrLznNxizI%2FYY6DrZ4pMg7qXmnCoTOAYv7xmsw1d3CPYzb%2Bi%2Bc8k278YbGKSElh2B9Oicpq%2Bi247TOtbpEZ19mDhCufiwYMplrbLkZtFR%2BAxoPtmOh8Fnvsapg%3D%3D&name=d2A88gJ%2FFFqlegyqY%2FQT8pGgd%2BO0Jgmzr0TYJEey3gcQzV2c%2BdgcU5A070PV9tIoOVxyg9DuAIr7VVi0gRwYHAhaCXyOPF94l3O8NQNN%2B0g%3D
10-27 09:00_NBA_常规赛_太阳VS掘金_徐秦威、郭维盛、廖昕阳,https://migu.188766.xyz/play?migutoken=f3436ce527299504fd4ede1972647698&id=Vs15Ga6MLN%2BhYbTQ8omoyK0rmcktv2ys%2FjTanEw7GMWEwJkqF01AQpvnDlM%2Brum6%2FD%2BSeqUg4t2oeb4tDyEHlfvmnWEwXzfbdIWqsXl9duT5V27pvARr6%2B2azUGpc%2BkdsDPSnlMQso6qzSsBPk2i8mDeHOhz5eEvuvz75S3MzAVK7j1NlZMaNaf3UdCam%2F0uF94zFciaNtEJoPlbmj%2FnM5sE%2FFfKPKvpoffMp6avYTv99NyP%2FyMR2peDHY9whbGgXu%2B1hCdUEawoiXSN96qc4GCrWzd4n1TuhdcIvwhL7OT0pqhxVX7vQOnUbes59nk18wBssGVM5rnhJ118BXko4%2FAIGfsZEPppCaaS4bTycJKL8NIklpHo8NbEpGSy55Bj7cVlu9duOuajyox4T2oFHxlhhD7tlDkAVyYU6s7KAl0%3D&name=%2FH1aLQfE7LaHW7%2Fx0jPlKbX8gIE%2FdNX2zonZiu3BTyw7II0S34ro7ziyxoVwBPcs35MV52CikywWAqwmOAhm8qPVQSCedZeD1RAEG%2BIOE1CHF8DiIo3R78ua4oHL4Del
10-27 09:00_NBA_常规赛_太阳VS掘金_25/26赛季常规赛全场集锦：太阳111:133掘金（20251026）,https://migu.188766.xyz/play?migutoken=87f4447e11d36d04e22eb3d00ca77802&id=ed8XfEWG7ms4d7yPAiC9eSexEdOTlhLy3Ej5WvFSxqJAWbsJrGFJdz6yisiCVmv4CJVoh%2Bzy%2FvbUUij%2BuQ1RxZX1Apl0dh8M1M1tmAQ6dP04kJVUUo1gpMZWNmN3ML3leBeZdBgtA3dWglnPbuiGQ6a7ZYy30InYDvZYQfCZxOJ%2FVoA9sto21i04RWa0wePhAcYuBh2OHB2SkXc9VFr6McyVJAQF5yx%2Fl36iCQCX1WgfmmSsTiCfqAeZWWAq%2BluLIjtgG0eTIJaBOItqdowyK3D46%2FxEeT49N9Yt%2B%2Fzkym%2FCWL7GunwOiRwoePsz96W4lRIvflIr29Y%2FK9pliP8pCchc%2FXLBdCfbsNOOhmsPhBFqGZFDADKNbJMp5W6aufZ8yHlFfWV3bys9Q2KQwvmpSNmVdFWY8d%2Fjb2k5PFB78fTuVc%2FZjnz5hzCpDIcCfBhT0rH9vK8m5Xz6IQ5Kg%2Fq3NNQuU6SLa%2BevMCCdPfP%2Ba3iJNxanYt6gMogDCCzCOz%2B1&name=1wPkEQWQJwfT0yezBsVfXN6y0VJeB%2FFWHsQMUkatggIwKoOnN1x4SddVl0%2BDBA%2BuF%2FG8gNqTxbefQVecVaarcI6dqK%2BVEOKuuE5CbrM7kVwW5Xz3uVR7SJg%2Fz1HJeMUvPVRyZD%2BL1bgp039cCMjROFqmQzcpcEyVSGr2TVVaWC9d2Xi6ULjwVX%2FI7mr77lxS
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_解说,https://migu.188766.xyz/play?migutoken=b05e0f4df1a1e1b47bcdb6b14451c7fc&id=szMm0I4kxjaFai43K1Tw0bAqJNWjsXk4UvrgrZR2KeZmZ72HwTAA07wgVuufad%2B6BCKM35PupjuElAEtuheffE6dhMDx0irwmBlqY9RWl1seU0kC1knmg%2F%2BG4znVKlhQ5b8lm1cCPlOs3%2BlIAVBPlme0%2Be6iuVrYUtiMumklcK3SVq0TMYUDIx%2BaKRR0eSC7%2Bc1H639RXyDqiF1%2BBYGQ0g%3D%3D&name=xBencBvgepDS3rHlVwdwZl9qxHewu9jEmzAoK1n%2BOYywWyAy8Siy8ofJujmXaDMZU0ALJwSQt8%2FG5dXKzz2NFFDmStXO%2Flb4TfRefx48RDiejnOvRJkUDZblyuXVaykV5sjnbC4o11WEfFXXondPaCvLpmwx9i5KZvsoS748vY4%3D
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_解说,https://migu.188766.xyz/play?migutoken=003f9e1fc5e2fe35769076ecc7227494&id=ccFrHE8mLhNYfpEnx%2BpQ5CVpwqRxfuyF%2BrWsr2zxm6okFsaFMnS8Z3zSw2BznNhnFiggGK%2FgGg5SBp0d4qQMwXpFGciJnkTSEgs0tQxPBjTsruDRTW1aPR%2FuXI7aY%2F5wlRsL0nZsQyNP%2Fiy0s%2FwLAJupMERB5A9GJ0VH2lclmqm0JOb8FITbe4v5fD6XWdbSHWkrb0B22nUm9VZtDvoFcQ%3D%3D&name=L4k1IbY1HY%2Fx%2BWGZj%2BkCw%2FWdGiBshu0PWyFynKVAa%2BgSWFBBSx4qJIECaakum0yNk2GC8qIgj%2BGILJMnM6ovD0t5Z3xzk4POez5tHMGif%2F4FQSrdrlm3ZFaI7%2F%2FlDdnuOzu8wqiJGujw5NCaGQURWklkcZigvohdCPHwDxTTYMU%3D
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_清流播出,https://migu.188766.xyz/play?migutoken=c993e93bf1cba5bfc35c3c21ec9188b4&id=%2BM%2FtRIK4t8JklEV8ytcY5hEnpoavKALHDmfwF19SE6LgOc5yyv1rQLNGMHmhliNhqmwtUtZ4B80EqRQbFRqhE7%2BTVEgYfP412XmFlLwVoe8HmAcM4xqAWhx17ZyN%2BFzM%2Bb%2BvxeSVC5BY%2BfcZ89%2Fo8T6E89lQ8UoO51Tw51mrb3hIOL%2BnyhadOJzr5TBR7IdwOseuYBm9uC7c1JcM0t9tMg%3D%3D&name=YJTKKGvWJDqBTVuAcd9B6jigWxbH0Q0k2F5iDA8J0cRvZ%2FCv4NyRq%2Fz2T2hAMavLuvKPLD0NEtpmS%2FTjE7hzY15YdY9szNtHMv2f%2BNgwyAyVOAFImcUBiXzxqMJtRFH1NxAnAlmqc6bv6VMCh3Z7EVkCXraqyolBYnqxkjp%2B5F0%3D
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_清流播出,https://migu.188766.xyz/play?migutoken=bcadde907e76d6b4206dd0538cc56b75&id=Q6XjK%2FVg%2B8czSQech3SjJoegue86%2BP0ecaz52V0VP025fNcbxkb%2F27qXg2cAVMofVuaSC%2BzBpzKfQAiep0tsULYdY6S5RXSOyJgZb9EBxlrj0SBq1Rg9C67OkHhHiBn1b9jWeHlsK5FASPLUaFMmoXw%2B%2BquLhAXbWnyc1W%2FGiixXCkRcMln9xf6k6KGkUf0xwB1l1PTOonzWhf%2FEn41XwQ%3D%3D&name=2TMMeasVeMQVX%2FEx1C8gQm3xtm83AjL3ncfcU8U1kZLpFqTa7B9X3mEtH5ZGdgboruW%2FBLis4RnT5N4JSf%2Fx0Sg1AungrrCMVrL0Xs49B31n2njvGAPCc3WNy41FH6obKTmWyq3afqTNSST%2FyKOgObSIFoj9nexawcBpINDYSLQ%3D
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_清流播出,https://migu.188766.xyz/play?migutoken=b07f115952d39b6e60e496e3949c773e&id=RBoVjGDaggsBBC7EhA0X8Ej9IXVaWcrP7f69FaGVK5WeD%2F3U7M4vz4d8%2BDpGfpas1NPZ7EIwlIFtFM%2BPWKnV%2FGHv9hXStZcTLFmbnnMEpza%2F91rpHnlAa3nvYZzcgOZwiUNnbn6v65IaHtRSzhQLVpHy8YJSRm21bLRmbKoMBL9d%2BFg69Mtc7qHttn%2B%2BuER%2FHO8u0oWe2aLxmNh7MpjcCw%3D%3D&name=ZWX%2FIzwPCq4n9%2BZdaIPYuJFV0%2BNYF6QsMNc%2BPdYZ5x3R6ig33PIT9JbvBNklhno4UAzxsPKQoan58qBeLv29RC711%2BDQbTmIOp0JrV2ICroex4BayeR3PZ8RCAcbqBE4GgbrH%2BW0u9NA18APAY2Z5D87%2B8dQsVJGat2R6%2Bggm4M%3D
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_清流播出,https://migu.188766.xyz/play?migutoken=722cb0712b1cfef7c6cb6bef5b9465c8&id=Y7wsJAVANXR3fsGt97UhbzMjIW%2FFsXS7zCY4GRRiGaCotSYqFX0TTVJG%2BYr4hDODpTqww%2FoY3Wn9gfR5z8IpYRxiMJS2SD7daf1uqFgNuHuS1iNaUICYeapOCudcMcTt7Z8S%2BBksdjp%2FBRMaeTpKaQaNXETR2s7wZKgZww5d4BoKV9MeYu0%2FHJ7tX0BkBUd9C4G9kwawDOUcVo3Q53Oagw%3D%3D&name=ZHAfzds1RfIYQitsBGkLGVsDhIv9aWQGU0KRgRgC0ssOcwbVgMg%2BqzpHOx12Je3ZRjfJkaP6tJkeKNEy6cU3IWucBl1jBHbm3u1FTDHsS9vcs83iGekEo5jds4upLPyAUKii46UGc%2B5hlAFyKXx0kbO0dvL8zFnNrTEtcAE1m2U%3D
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_清流播出,https://migu.188766.xyz/play?migutoken=4e9dd8387e0308563fc5e036623103a3&id=V9SfTRQgS5D3e1P1yoB%2BDde%2BHblWhzAkUxkZRwYiVTjC9n8Zm4HweNjCPf0IQaUDpiQKI6WErZcm7gZMqsuYedJGvHfqBoOBhVPlWJs18PRNgBXcwJMIfDPqpcwBDvgVjIOi43BOWYHGZrsH6KH0E4kuyhsw4gck4Hcpg0GsJGcqDc2mdY31hUqBDEk2UH7EGSFTNTYFwicfvNSbTvLp6g%3D%3D&name=9ofaje4XdotfbB8l1HxuCsT6Jv6SnySukdlIWzDBDwO7F54fYqonceoYHAIAtOEr5zNXmIehqMEgeFkvJcRvnJ8inikmlV81clny7d%2FcZcBYKD8lbpgnYAd4mOip4vrfnvPxnLe3wRy3Z1b3Q%2FUvowCYANQzzenEPeOOs2I6m3g%3D
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_清流播出,https://migu.188766.xyz/play?migutoken=14f5c6dfd3ed2bcf8e06ae72af09615a&id=0bx9j%2F6eMK62Bz020IBl%2BxwkgPOH7L9wxoatoM28cQaCZUuA1q%2F3f%2FYB5h2PzbGcZ2WRR5a%2BHOxJ7G7rlf8xGD0TexgwiqGjDGfmhHRxnm8GCMF%2BrBB3LmCmu0CxIixPzx8%2B0RnAVnDdi6xcLlWWTfIw9qEKErC07QhAJq0RxLzcL00xnCDbtl9QAlsq06N9KD%2B014VBw6drcoEo5G%2BwRg%3D%3D&name=ArVL7%2F4d2zzWLIvzLsg3wH8P1t8g8xSgYn%2FgNhN7493j9s%2FtHg1HZTRgWVzR1ayPz4D5wsgbkjLt2wdHvzHSgTbIvZ%2ByDc1iKihemBSc4YnG1n5PdYY4ILn0xXLxNINrOVWZVyvsD15DNHvRwESWcgDQj4IshBKWK68ADCV4hHA%3D
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_清流播出,https://migu.188766.xyz/play?migutoken=06dd581ed876c312a92c02417cc636a5&id=iKJ6ZjfMg0v3tfTvqHTBamM4EnqD5DkaYPYI8jNLGcvduAOZcbGifMnkroJ2czm1yXO%2FJAoqo%2F8NWFplpz7AN6UoyTJBOxKvyQPblcSaYyxYe3luYEpuujVsxU6lJbO9AhRe9FCjVHnJHNQCsbxow5ZTY8rNzhLESpvQ5yfVQQJhQVcXlBFVGXDEKl3Q8C3nPyG1%2BfmgcE9b%2BWkpdfUPBg%3D%3D&name=y1OXscjzIXrhExYBYBsPk%2BFmHgAC%2B1czU5deW97WgkYkyumU6iR3EpdT6bPu1hOpZs7l5lZV1yVdFYrrpHdRLKlzNwbDP4Fzj5cXsKjFm3u6ZUjRbLo5wY%2FWlvlXvbwC%2FtKW34ruhzwbOkGAcJv%2BUo8lzIqPUtt9mokYROvUySg%3D
10-27 09:00_2025年世界跆拳道锦标赛第4日_项启彰、王诗怡、穆文喆出战_清流播出,https://migu.188766.xyz/play?migutoken=002ea44bded240325e67e42108eace01&id=kRGLrxmSqZMBxQ8lVK7nChIMrgd5tWkjb7S%2B40nVcVNbFH5Chji10EusiTCzDQ2%2Fqa%2BcYJpUyskvArBDvrUSYlQQdLq3funIxoDUbBEDVCx%2BOX5gsHHgU1jbAG0GuTFqoQAq0bjjerDCUeEPMD%2FHIlf2x5CuBiT9sXPKCRrcX8eE%2FEEvBSkfer66cFc8jpExNB5%2F%2FU7U1toPEAHxf1Y7hg%3D%3D&name=YNqbRldwa3RGAM8VyGv5x89g%2BXcS3NKIejpUAz2nChY3%2Bc9PNQ2UCLHOfXojSjONXknRSX3aiqYnvP%2FeU%2FxAVlb1wCztxCQEuqy0ijVPINpUd6NwNFKOt3gkvOZ%2BTFu%2F%2FfJvL8uhjPUiShTykpRNdONooV44sOb4OlrSCXFyEFs%3D
10-27 09:00:00_NBA常规赛_快船 vs 开拓者_英文原音,http://www.i-movie.cn:35455/txsport/100000:10022500112/350034/1775737500.m3u8?txtoken=6c44358176b6b1379d7576c808b2439eb8a08521fac49ab4d23fd1c250ec9cc743a4b18b9968f3bcacf56b866f679c03f71452041e12332227e08d8de81394f20e4233b39d103ca74daeb9498e0554e367fce85bc25131459f29ba8e2c946ad4234150a665f2cee9c353664e3fe34a37c78bf2a4e02cce716d08ea0025
10-27 09:00:00_NBA常规赛_快船 vs 开拓者_王猛 张卫平 刘维伟,http://www.i-movie.cn:35455/txsport/100000:10022500112/350034/1775737400.m3u8?txtoken=eb63fa8989ea0fe0a2ffb6484539b3726de8eaf7000aa913fe1b4ca55423d1128b986f3a907ba021542a9d5cdc84d59bae3fd56d78ef4c73291f34c6fa2ecaaf558346f9c63d45abd4e9e2f3151dcf57e0cd8ad70350abc5077486904656c6f11a0732340e6fe2fe53ecfb77d44368ba47fbafbef69a975298dabae1b1
10-27 09:00:00_NBA常规赛_快船 vs 开拓者_二路-皓篮球,http://www.i-movie.cn:35455/txsport/100000:10022500112/350034/1775753300.m3u8?txtoken=69ecdf653bfd6fc82899b16b80501dc2a3b996ebad35fdd96810016272755bd82b714f2c5068caa4f2c06cfffc4321a151a4a65af48efa44b48fee4e2b57a0c8ecf0c8418826d1ab7260887fd8fb10e986e284cd999abe92f0af8824923b0ffc18cf2b37e548d163be3ab6ee28ef3fd0f7b86098b7674ec93f77ee9450
10-27 09:00:00_NBA常规赛_国王 vs 湖人_英文原音,http://www.i-movie.cn:35455/txsport/100000:10022500113/350035/1775737800.m3u8?txtoken=227b7027713e3ed62e5be67aa8afbb3dccb28fbd174bbcf185ec739e994b89bfc6785fae4e9dd719c58d66bf9ac41bbcb6e3683f00434c4e53f1cc8c4885fcff1e8addd25e60c5a71ba9c278c30452ecc1fd2304f438ddab705ffc8a795baaddc1260d16249b3240e6d556913abd7f599c35e6e95d3028d9a5534690d6
10-27 09:00:00_NBA常规赛_国王 vs 湖人_王嘉琦 管维佳 泱泱,http://www.i-movie.cn:35455/txsport/100000:10022500113/350035/1775737700.m3u8?txtoken=d447ca941a6f5cadeeb125b4e826a7f1a26f1bc29a6c1d1afd1a8e59c264704c69fe8bf18a4f01171bc7ca3997b1ccc646923ac5e80cbb25865f00527f9955920473ab3453868a9167ba1969b7f231189bc3c26772648eb0b9458da7e1c2838ab8abfca80957ec6b903b13ead089f9451c192126abd2c9313311a7384c
10-27 08:20_NFL常规赛_包装工vs钢人 英文原音,https://migu.188766.xyz/play?migutoken=819c931e5f559b01136e0957b4fc417c&id=SZldMjbEEkTYTUIKTeacdMrADnz0pkJ2JyhNKwXf%2Bj2ZmnHF1VK8OTmQ%2FnVA%2BWjV6v9rU%2F8zta7Smx7pudQ0mqsWcINdRtwmPwjvb5tHXXxeWDJ4tLMTK2vUQOpbfLtZXZVjE1JM6rhN79ksL7ly90pZO0Ocs7N0GzqGz8YPTU7WuYtls%2BTNWvfonZxTkvYdDBsBITSRV86F7IHEkvbbY9ixGZMlXz4SZbrc44zVsOUD4Q4pJYDPT4RvXXUtE%2F9iuwcY2FfBYrzkU1CDLOkW52Ms1O32b5inp0pkb%2BzpaVrd49pDU%2FDeFjKjLhFxs1Qh&name=srEEHeBn1VdRKLWVWzr%2BiNOqXqibaj%2FDc1ac%2ByDUHu5NK3cSFlTkl%2FK62Lbqk095hKBnAt1AcpLCtUI%2FeJuwMXln7oHv%2BK5sEdHyhizqFmk%3D
10-27 08:20_NFL常规赛_包装工vs钢人 傅皓南,https://migu.188766.xyz/play?migutoken=5afbf4b58dffbca06915b238d583d04f&id=Ry%2Fa4uhj0E9i34FU1bwq3Ul3eHhzook2U8kDtRF9mhWeQlPo3TaiiuWDNWgTnVLdB%2BBCW3MGpJXkRExFZMLFSwkBEZoxNguDN3D0jhOXzxKLz0%2FLiQCV7eeQXcFGpHuPorC%2BEQlbXGP6JRPaw2Hykqu73T0P9t%2FD4TIQVV8ehWiQR5C7jb6dnXoUatVrGIudO1NhXq%2BWRzvGSihy41e%2F5GgKrf4ZkfA%2FNXR3%2FrFTex%2FdvrXhz6Nb%2FN%2Ba2sdK6%2F2qeb%2BJZHg71aRkwX%2FY6rRbRROnbmjla0NWlOL%2BvuEvddAtUtN8G3v411MhMKWP5IBp&name=nd%2FgQy9L1WdbrqFhmPPPDri09B2duTmZJU66goltMJHpHFpeXVBtykNnYDyDIxdhQURNW1njK8H2t2D4tqRRiGLMpF925YLhQywyW8YnjSA%3D
10-27 08:20:00_NFL常规赛_钢人 vs 包装工_英文原音,http://www.i-movie.cn:35455/txsport/100005:2105138583/349289/1775614500.m3u8?txtoken=339b8b2a7cee833b1027d0d5e2cb686df694c5c90a6cb5d1f2eaf1bc8b21cc52d089ee8fef29919d15059525a12fcf05c89f8a8f5310dd79488985402583295d7047dab7f1eee51a3d08132c5ad5411d2f29e053a191380f3d3a9433d649084f52d488e12ce71a833713bddb10907a295ec4769f24da31294f26d03d8a
10-27 08:20:00_NFL常规赛_钢人 vs 包装工_傅皓南,http://www.i-movie.cn:35455/txsport/100005:2105138583/349289/1390978100.m3u8?txtoken=2fd916c45a73b18a2579bed7214b9adfb58e9e931359af1a92865f4ca2b37d090301ba4bee1a1e0ab0e146ba1b163fe5eb606c75782f7740c28e5062b4d6c6b9a695c969bcff19ab5e75e8ce83bd012e08a7fa6ac52fdfcd39bd252060bd91fb261334e7a6db1f280ce0c03b9a7c01e04908bb963e20c6a0e2e4032410
10-27 08:00_马拉松系列赛_2025北京房山良乡大学城半程马拉松,https://migu.188766.xyz/play?migutoken=6fb00df5edf45a953a9231396268b310&id=UrpTneNYkZ%2Fk5UGYR0vcDTvY%2F8Gqo%2FkfGEifccEy9f6P8Sm3g3nN66xhhtZI%2BOM2lFEhxhgV2HNiRWiqGyAN0RoXAQBul%2F3TpM%2FvUHQr7UxyQhBS9XGxUBj8a9nxSbptztiW4O1dATLvAvTPuQT2iJ2Ds6vDpADP8m2iio97sdMInDrqT7BBjo%2F1uLBinS0pnqvm8kcIwoRfCuz%2Fl5%2B62qF3wxersgWfUZo%2FUoicu%2FBDUjb3f5Xo7fQz3tjEWYTsNKZLY5xmsfJ%2F6uWoQmOs3g%2FO%2BTV14vnJYNWdmom44PdCRd1uAZfUUKiLtS7VsDzAQ80gNamYBQVNkhjHT0aOizRzmB6ypsYdnUbcHe3AKoYqjYPSVq8%2FO%2BdY5FRWDXg5B5MFXkqSBYfreckUystySJ%2FTnUAoc4ArD2Dl7kg2ipH2OVb97KWav5IMCL54DdXa&name=N75EkGJLk0%2FxBBBloLGOeudToHNWTX7xXmwsZoRMMzS3hXV0kle0UZbEK%2FlnidoGDd5ZCaw8VVk%2FO%2FL49I%2BEWLrRClmLt%2FpHYPO8PvZt%2BGB2Y22pAdGaFYVQNhHYYU0bAJxIp%2Fh6VqyirTu4xa1gwQ%3D%3D
10-27 08:00_篮球直播节目_[早安Tip_Off]2025_26赛季第六期 柯凡 孔德昕 果果,https://migu.188766.xyz/play?migutoken=97ebd034586457954f59633aa7c838dc&id=Gi6lnpDTPxF4iyyaexKr57SJdsS%2BSimybXRK18hIlAXxzKNjar7JGHVtz%2B2mti3DptFv6Q%2Fnj5zEgOadmf3TVEfS1EDX2tJ3j30K4Ssk2nJwp%2FzvGb6qWK8WqgrqfWokUIWhKoefaTg5eJmlESQHQRZXBHLSk7IR939h80Wj1Lar1EZLeyVRzdch%2BxAoM22bVFgf9%2BopUngu6jrj1LytuiDirXiprI2fmyEONbZiRgOxsKh7fskloxu751k%2BCMTofZq%2F2KbUc2kzir4rN2f8oOZGBJnWtSJiVA0s91JsFPI2B6AthBelX0Djz3MlDMxm&name=Mq2yatcayX9BqkixYb475lYBfcZ5NnNFihgds%2BNHLoJxFJHHZHmMqygClt0w%2BX%2FMYGFEZyw85nfbp2WjTgw%2BCB3%2Fom%2BCPGxNePXjgoCvi0COEqIPXElW4BiAdtoGaUb0xtpRkbSMrARf31%2BNjIJVT21cK7LNJK55f%2Fd95WhWic0%3D
10-27 08:00_NBA_常规赛_步行者VS灰熊_邵化谦,https://migu.188766.xyz/play?migutoken=47d55093303feadc60ca6051e45c0699&id=YtnRLaTeva1vAxdxUXbKs6hc1WUIoLdZgU6Hc5C8W9pcnxWr26qoW%2BVrk26Y4yfVWzIS0rfB9YtlxFvpXvVbArdrr2M16bl4T58lhNiHx%2BP5KrfkiFmPaSavBgCCsIDvbJVQIIp3dplnvcfgf45cVvQ2j9SnE%2FTKNf3uSxGWgIV%2Fwt6rqbkOCYXvgmgOAxLRk7sMFPgrLAKcq4XuyPpoK1rzc2GC6rGIH9WdYcL6goSQkpnLrQqkPX0OelxdU7Hg1t4uC10vItVnZRmBZdZ5Mi1lRg8r4UgVyi%2F0dhGx6W1XKs1YopmzNGxWfv%2Bp1A6%2FTRNDEry%2BowuCy2QYVBRcDw%3D%3D&name=VTsdSadbuvDkw267AXB6xuS5vpHwtNaFBP1gdwxh341n44R4HE6jnfTsNILyjsbzjPlxygMwrHp7lijblWhgPpRjdcp9L4y4twtJLKTkPmw%3D
